IU Barcode,MDPI Barcode,Title(s) on Media,Series Title(s),Series Part(s),Country(s) of Origin,Title(s) Summary,Title(s) Original Identifiers,Title(s) Publishers,Title(s) Creators,Title(s) Genres,Title(s) Forms,Title(s) Dates,Title(s) Locations,Title(s) Notes,Title(s) Subject,Title(s) Name Authority,IUCat Title Control Number(s),Catalog Key(s),Alternative Title(s),Media Type,Medium,Version,Unit,Collection,Gauge,Generation,Generation Notes,Can Size,Footage,Duration,Reel Dates,Base,Stock,Original Identifiers,Reel Number,Multiple Items in Can,Picture Type,Frame Rate,Color,Aspect Ratio,Anamorphic,Sound,Captions/Subtitles,Format Type,Content Type,Sound Field,Track Count,Languages,Format Notes,Accompanying Documentation,Accompanying Documentation Location,Overall Condition,Condition Notes,Research Value,Research Value Notes,AD Strip,Shrinkage,Mold,Conditions,Missing Footage,Miscellaneous,Conservation Actions
30000149832507,,Steel Abrasives,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Reversal, A Roll, Camera Original",,800,,,,"","",,,No,"",,"Eco, Color","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149832796,,Holiday Royal,"","","","","",Frink Film Studio [TBD],"","","","1972/03/21 [TBD], 1972 [TBD]","",Revised | Revised | origina | Revised | Revised | Revised,"","",,,,Moving Image,Film,Revised,"Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,800,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,"Yes, wrapped in paper",,,,,,0.5,,,,,,Recanned
30000149834115,,Uniroyal cine photography,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Work Print,,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149834305,,Holiday Vacationer 72,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, A Roll",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,"Yes, exposure sheets and timing sheet","Box 5, Folder 204",,,,,0.5,,,,,,Recanned
30000149834313,,Holiday Vacationer 72,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,800,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,,,,,,,0.5,,,,,,Recanned
30000149834339,,Sullair,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,"George W. Coburn Laboratory, Inc. receipt (hand-written)","Box 5, Folder 206",,,,,0.5,,,,,,Recanned
30000157706387,,Kline Iron - Columbia S.C.,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Positive, Reversal, Camera Original",,800,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000157706940,,Tools of Production,"","","", | Mag track only.,"",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Positive, A Roll, Camera Original",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,0.5,,,,,,rehoused
30000149831897,,Design for a Decade,"","","","","","Frink Film Studio [TBD], DePauw [TBD]","","","",1966 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149834289,,Design for a Decade,"","","","","","Frink Film Studio [TBD], DePauw [TBD]","","","",1966 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149832242,,Skamper,"","","","","",Frink Film Studio [TBD],"","","",1968 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Placed in can
30000149832234,,Let's Go Skamperine,"","","","","","","","","",1969 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Placed in can
30000149839395,,No Title,"","","","","",Frink Film Studio [TBD],"","","",1960/10/19 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,A Roll,,800,,,,"","",DN 60-49,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149839338,,Urban Renewal,"","","","","",Frink Film Studio [TBD],"","","",1961/09/06 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Negative,,800,,,,"","",1N 61-67,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149820379,,O'Brien,"","","","","","","","","","1964/07/01 [TBD], 1964/07/06 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149820387,,O'Brien,"","","","","","","","","","1964/07/01 [TBD], 1964/07/06 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149805362,,Wheelabrator first,"","","","","","","","","",1967/04/28 [TBD],"",first rough cut,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,rough cut,,,,,,,1.0,,,,,,Recanned
30000149832556,,Wheelabrator,"","",""," | Wheelabrator opening, tools of industry... industrial scene, helicopter, etc. Film and mag wound on same core.","",Frink Film Studio [TBD],"","","","1971/09 [TBD], 1967/05/01 [TBD], 1967/04/28 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Outs and Trims,,800,,,,"","",,,Yes,"",,"","",,,No,"","","",,,"Outs from Lindsay, Janush, Structural",,,,,,,1.0,,,,,4 reels,Recanned
30000149832259,,Skamper Over,"","","","","","","","","",1968/11/11 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Placed in can
30000149809356,,Miles Fight for Space,"","","","","",Frink Film Studio [TBD],"","","",1968/12/15 [TBD],"",original,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149833331,,Dynablast,"","","","","",Frink Film Studio [TBD],"","","","1969/05/13 [TBD], 1970/05/19 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Outs and Trims,,800,,,,"","",,,No,"",,"","",,,No,"","","",,,Outs and RCA Outs,"Yes, shot list",,,,,,1.0,,,,,,Placed in can
30000149832861,,Royal overs,"","","","","",Frink Film Studio [TBD],"","","",1972/05/08 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,Typed note,"Box 6, Folder 051",,,,,1.0,,,,,,Recanned
30000149834180,,The Pampered Camper. The Comfort Way in Travel Trailering,"","","","","",Frink Film Studio [TBD],"","","",1972/08/06 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,A Roll,,800,,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,"Yes, wrapped in paper",,,,,,1.0,,,,,,Recanned
30000149834198,,The Pampered Camper. The Comfort Way in Travel Trailering,"","","","","",Frink Film Studio [TBD],"","","",1972/08/06 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,B Roll,,800,,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,"Yes, wrapped in paper",,,,,,1.0,,,,,,Recanned
30000149806824,,DePauw Old Gold Day,"","","","","","","","","",1972/09/30 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Placed in can
30000149806766,,DePauw University,"","","","","","","","","",1972/12/27 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,800,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,"Yes, exposure sheet and timing sheet","Box 6, Folder 014",,,,,1.0,,,,,,Recanned
30000149805446,,AMF Skamper - Rally 1,"","","","","","","","","",1973/08/02 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,
30000149820650,,WFI Long Beach Naval Shipyard Side Cleaner,"","","","","","","","","","1975/07/01 [TBD], 1975/06 [TBD]","",original,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",613EC07,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149832325,,Sand Reclamation: The Science of Saving,"","","","","",Frink Film Studio [TBD],"","","","1977/06/20 [TBD], 1977/10/13 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Reversal, Camera Original",,800,600,,,"","",,,No,"",,Color,"",,,No,"","","",,,,"Yes, shot list for both rolls in plastic bag","Box 5, Folder 207",,,,,1.0,,,,,,Placed in can
30000149820718,,Wheelabrator Special 4-Wheel Machine,"","","","","","","","","",1979/11/30 [TBD],"","","","",,,,Moving Image,Film,Revised,"Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,Color,"",,Silent,No,"","","",,,,"Yes, film lab sheet, timing tape, and hand-written note","Box 6, Folder 011",,,,,1.0,,,,,,
30000149833612,,Pullman Power - Hot Reheat Piping,"","","","","",Frink Film Studio [TBD],"","","",1986/03/12 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",54994,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149801254,,WFI aircraft carrier deck cleaner,"","","","","",Frink Film Studio [TBD],"","","",1976/01 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Work Print,,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149833091,,Backman foundry,"","","","","",Frink Film Studio [TBD],"","","","1970/12/20 [TBD], 1976/01 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Work Print,,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149833257,,LA Foundry,"","","","","",Frink Film Studio [TBD],"","","",1976/01 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Work Print,,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149805321,,Caterpillar,"","","","","","","","","",1977/11 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",FFS-AA 1291,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,
30000149806758,,WFI Austell Operation,"","","","","","","","","",1983/03 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149087466,,The Dometic Story,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, B Roll",,800,400,,,"","",,,No,"",,"","",,,No,"","","",,,Track Neg.,,,,,,,1.0,,,,,,Recanned
30000149087607,,Lakeside Lab,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Reversal, Camera Original",,800,,,,"","",,,No,"",,"Ektachrome, Color","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149089132,,Dynablast,"","","","","",Frink Film Studio [TBD],"","","","1969/05/13 [TBD], 1970/05/19 [TBD]","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, Intermediate",,800,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,Wrapped in paper. Also includes timing sheet.,"Box 6, Folder 044",,,,,1.0,,,,,,Recanned
30000149784344,,Shurfine Independents Day,"","","","","","","","","",1966/08/25 [TBD],"",Overs | mag edge track revised final mix | Overs,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,Hand-written note,"box 6, Folder 010",,,,,1.0,,,,,,Recanned
30000149784369,,Lorco,"","","","","",Frink Film Studio [TBD],"","","","","",conclusion | cut to 5 min version | Const detail,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149784377,,WaLorco Amer. Chain Bell/Howell,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149784401,,W/A Lorco Perfect Circle,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149784419,,W/A Lorco Hydramatic & Diesel Engine,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149784427,,Baltimore Drum Cleaning,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149784443,,Lorco Misc overs,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Original,,800,,,,"","",,,No,"",,Eco,"",,,No,"","","",,,orig ECO,,,,,,,1.0,,,,,,Recanned
30000149784526,,We're Basic,"","","","","","Frink Film Studio [TBD], Colburn Lab [TBD]","","","","","",final mix,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,A Roll,,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149784534,,We're Basic,"","","","","","Frink Film Studio [TBD], Colburn Lab [TBD]","","","","","",final mix,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,B Roll,,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,Lab and printing notes,,,,,,1.0,,,,,,Recanned
30000149784559,,We're Basic,"","","","","","Frink Film Studio [TBD], Colburn Lab [TBD]","","","","","",final mix,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, B Roll",,800,,,,"","",,,No,"",,"","",,,No,Optical,"","",,Chinese [Original Dialog],,,,,,,,1.0,,,,,,Recanned
30000149784567,,Severely Fractured Spine,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,Projection Print,,800,,,,"","",,,No,"",,Color,"",,,No,"","","",,,,Letter to Geo. W. Colburn Labs dated 1979-02-15 asking the lab to keep 4 films for future printing needs,"Box 5, Folder 208",,,,,1.0,,,,,,Recanned
30000149805388,,Martin's Creek,"","","","","",Frink Film Studio [TBD],"","","",1987/12/17 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,A Roll,,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149806253,,A Brighter Way to Precision Finishing,"","","","","",Wheelabrator Frye [TBD],"","","","","",revised original | revised original,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,B Roll,,800,,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,,,,,,,1.0,,,,,,Placed in Can
30000149806261,,A Brighter Way to Precision Finishing,"","","","","",Wheelabrator Frye [TBD],"","","","","",revised original | revised original,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,A Roll,,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,"Yes, Timing Sheet","Box 6, Folder 011",,,,,1.0,,,,,,Placed in Can
30000149806279,,A Brighter Way to Precision Finishing,"","","","","",Wheelabrator Frye [TBD],"","","","","",revised original | revised original,"","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, B Roll",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,"5 Lab invoice slips, one hand-written note removed from film","Box 5, Folder 65",,,,,1.0,,,,,,Placed in Can
30000149806337,,The Dometic Story,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"B Roll, Camera Original",,800,400,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149806345,,The Dometic Story,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"A Roll, Camera Original",,800,600,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149806626,,2 PM Campus Sink,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Placed in can
30000149806634,,Soda Solutions,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149806642,,[Untitled Frink],"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Placed in can
30000149806659,,DPU Orientation 72,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Placed in can
30000149806683,,DePauw University,"","","","","","","","","",1972/12/27 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"A Roll, Camera Original",,800,,,,"","",46514,,No,"",,Eco,"",,,No,"","","",,,,,,,,,,1.0,,,,,,Placed in can
30000149806733,,[Untitled Frink],"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149806774,,DePauw University,"","","","","","","","","",1972/12/27 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"Negative, A Roll",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149806790,,Pullman Power,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",1321,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149806808,,Pullman Power,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",1321,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
30000149806816,,D + P,"","","","","","","","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"","","",,,,,,,,,,1.0,,,,,,Placed in can
30000149809364,,Skamper,"","","","","",Frink Film Studio [TBD],"","","",1968 [TBD],"","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,"",,800,,,,"","",,,No,"",,"","",,,No,"",Dialog,"",,,,,,,,,,1.0,,,,,,Recanned
30000149809455,,The Fight for Space,"","","","","",Frink Film Studio [TBD],"","","","","","","","",,,,Moving Image,Film,"","Indiana University, Bloomington. Indiana University Libraries Moving Image Archive.",Frink Film Studios,16mm,B Roll,,800,,,,"","",,,No,"",,Eco,"",,,No,"","","",,,,,,,,,,1.0,,,,,,Recanned
